,num_dol,num_tfetfe,num_tfsi,num_ps,num_li,atoms_dol,atoms_tfetfe,atoms_tfsi,atoms_ps,atoms_li,count,%
2089,4,3,1,1,2,1O:1O:1O:1O,::,1N4O2S,,1L:1L,1,0.03000300030003
2090,4,3,1,1,2,1O:1O:1O:2O,::1O,2O1S,,1L:1L,1,0.03000300030003
2091,5,0,0,1,1,:1O:1O:1O:2O,,,,1L,1,0.03000300030003
2092,5,0,0,2,2,1O:1O:1O:1O:2O,,,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2093,4,2,1,1,1,:::1O,:,,,1L,1,0.03000300030003
2094,5,0,0,2,2,1O:1O:1O:1O:2O,,,3S:4S:4S:4S:4S:5S:5S:5S,1L:1L,1,0.03000300030003
2095,5,0,0,2,2,1O:1O:1O:2O:2O,,,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2096,5,0,0,2,2,1O:1O:2O:2O:2O,,,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2097,5,0,0,2,2,:1O:1O:1O:1O,,,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2098,5,0,0,3,2,:1O:1O:1O:1O,,,:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
2099,5,0,0,3,2,:1O:1O:2O:2O,,,:::1S:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2100,4,2,3,1,2,1O:1O:1O:1O,:,1N1O1S:1O:1O1S,,1L:1L,1,0.03000300030003
2101,4,2,2,2,2,:1O:1O:1O,:,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2102,4,2,2,1,2,::1O:1O,:,2O:2O1S,,1L:1L,1,0.03000300030003
2103,4,2,2,1,2,:1O:1O:1O,:,1O:2O1S,,1L:1L,1,0.03000300030003
2104,4,2,2,1,2,:1O:1O:1O,:,1O:1O,,1L:1L,1,0.03000300030003
2105,4,2,2,1,2,1O:1O:1O:2O,:,1O:3O2S,,1L:1L,1,0.03000300030003
2106,4,2,2,1,2,1O:1O:1O:2O,:,1O:2O1S,,1L:1L,1,0.03000300030003
2107,4,2,2,1,2,1O:1O:1O:2O,:,1O:1O,,1L:1L,1,0.03000300030003
2108,4,2,2,1,2,1O:1O:1O:2O,:,1N1O1S:2O1S,,1L:1L,1,0.03000300030003
2109,4,2,2,1,2,1O:1O:1O:1O,:,1N2O2S:1O,,1L:1L,1,0.03000300030003
2110,4,2,1,1,3,1O:1O:1O:1O,:,2O1S,,1L:1L:1L,1,0.03000300030003
2111,4,2,1,1,2,1O:1O:2O:2O,:,1O,,1L:1L,1,0.03000300030003
2112,4,2,1,1,2,1O:1O:1O:2O,:,2O1S,,1L:1L,1,0.03000300030003
2113,4,2,1,1,2,1O:1O:1O:1O,:,3O1S,,1L:1L,1,0.03000300030003
2114,4,2,1,1,2,1O:1O:1O:1O,:,2O2S,,1L:1L,1,0.03000300030003
2115,4,2,1,1,2,1O:1O:1O:1O,:,1N4O2S,,1L:1L,1,0.03000300030003
2116,4,2,1,1,1,:::1O,:1O,,,1L,1,0.03000300030003
2117,4,1,3,1,2,:1O:1O:1O,,1N4O2S:2O:2O1S,,1L:1L,1,0.03000300030003
2118,4,1,3,1,2,:1O:1O:1O,,1N3O2S:1N3O2S:2O1S,,1L:1L,1,0.03000300030003
2119,4,1,3,1,2,:1O:1O:1O,,1N1O1S:1O:2O1S,,1L:1L,1,0.03000300030003
2120,4,1,2,1,2,:1O:1O:1O,,1N2O2S:2O1S,,1L:1L,1,0.03000300030003
2121,4,1,2,1,2,1O:1O:2O:2O,,1O:1O1S,,1L:1L,1,0.03000300030003
2122,4,1,2,1,2,1O:1O:2O:2O,,2O1S:2O1S,,1L:1L,1,0.03000300030003
2123,4,1,2,1,2,1O:1O:2O:2O,,2O:2O1S,,1L:1L,1,0.03000300030003
2124,4,1,2,1,2,1O:1O:2O:2O,,:1O,,1L:1L,1,0.03000300030003
2125,4,1,2,1,2,:1O:1O:1O,,1N1O:2O1S,,1L:1L,1,0.03000300030003
2126,4,1,2,1,2,:1O:1O:1O,,1N2O2S:2O,,1L:1L,1,0.03000300030003
2127,4,1,2,1,2,:1O:1O:1O,,1N3O2S:1O,,1L:1L,1,0.03000300030003
2128,4,1,3,1,2,:1O:1O:1O,,1N1O1S:1O:1O,,1L:1L,1,0.03000300030003
2129,4,1,2,1,2,:1O:1O:1O,,1N3O2S:1O1S,,1L:1L,1,0.03000300030003
2130,4,1,2,1,2,:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
2131,4,1,2,1,2,:1O:1O:1O,,1O:3O2S,,1L:1L,1,0.03000300030003
2132,4,1,2,1,2,:1O:1O:1O,,2O1S:2O1S,,1L:1L,1,0.03000300030003
2133,4,1,2,1,2,:1O:1O:1O,,2O1S:3O2S,,1L:1L,1,0.03000300030003
2134,4,1,2,1,2,:1O:1O:1O,,2O:2O1S,,1L:1L,1,0.03000300030003
2135,4,1,2,1,2,1O:1O:1O:2O,1O,1O1S:2O1S,,1L:1L,1,0.03000300030003
2136,4,1,2,1,2,1O:1O:1O:2O,,1O:2O2S,,1L:1L,1,0.03000300030003
2137,4,1,2,1,2,1O:1O:1O:2O,,1O:2O1S,,1L:1L,1,0.03000300030003
2138,4,1,2,1,2,1O:1O:1O:2O,,1O:1O,,1L:1L,1,0.03000300030003
2139,4,1,2,1,2,1O:1O:1O:2O,,1N2O1S:3O1S,,1L:1L,1,0.03000300030003
2140,4,1,2,1,2,1O:1O:1O:2O,,1N1O1S:1O,,1L:1L,1,0.03000300030003
2141,4,1,2,1,2,1O:1O:1O:1O,1O,1O:1O1S,,1L:1L,1,0.03000300030003
2142,4,1,2,1,2,1O:1O:1O:1O,,:1N3O2S,,1L:1L,1,0.03000300030003
2143,4,1,2,1,2,1O:1O:1O:1O,,:1N2O2S,,1L:1L,1,0.03000300030003
2144,4,1,2,1,2,1O:1O:1O:1O,,2O1S:3O1S,,1L:1L,1,0.03000300030003
2145,4,1,2,1,2,1O:1O:1O:1O,,2O1S:2O1S,,1L:1L,1,0.03000300030003
2146,4,1,2,1,2,1O:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
2147,4,1,2,1,2,1O:1O:1O:1O,,1O1S:2O2S,,1L:1L,1,0.03000300030003
2148,4,1,2,1,2,1O:1O:1O:1O,,1O1S:1O1S,,1L:1L,1,0.03000300030003
2149,4,1,2,1,2,1O:1O:1O:1O,,1N2O2S:2O1S,,1L:1L,1,0.03000300030003
2150,4,1,2,1,2,1O:1O:1O:1O,,1N2O2S:1O1S,,1L:1L,1,0.03000300030003
2151,4,1,2,1,2,1O:1O:1O:1O,,1N2O2S:1O,,1L:1L,1,0.03000300030003
2152,4,1,2,1,2,:1O:1O:1O,1O,1N3O2S:1O1S,,1L:1L,1,0.03000300030003
2153,4,1,2,1,2,:1O:1O:2O,,1N2O2S:1O1S,,1L:1L,1,0.03000300030003
2154,4,1,2,1,2,:1O:1O:2O,,1O:1O1S,,1L:1L,1,0.03000300030003
2155,4,1,3,1,2,1O:1O:1O:1O,,1O:1O1S:2O2S,,1L:1L,1,0.03000300030003
2156,4,1,3,1,2,:1O:1O:1O,,1N1O1S:1O1S:3O2S,,1L:1L,1,0.03000300030003
2157,4,1,3,1,2,:1O:1O:1O,,1N1O1S:1O1S:2O,,1L:1L,1,0.03000300030003
2158,4,1,3,1,2,1O:1O:2O:2O,,1O:1O1S:2O1S,,1L:1L,1,0.03000300030003
2159,4,1,3,1,2,1O:1O:2O:2O,,1N1O1S:1O:1O,,1L:1L,1,0.03000300030003
2160,4,1,3,1,2,1O:1O:1O:2O,,:1O1S:1O1S,,1L:1L,1,0.03000300030003
2161,4,1,3,1,2,1O:1O:1O:2O,,1O:1O1S:1O1S,,1L:1L,1,0.03000300030003
2162,4,1,3,1,2,1O:1O:1O:2O,,1O1S:1O1S:2O1S,,1L:1L,1,0.03000300030003
2163,4,1,3,1,2,1O:1O:1O:2O,,1N4O2S:1O:1O,,1L:1L,1,0.03000300030003
2164,4,1,3,1,2,1O:1O:1O:1O,,:1O:2O1S,,1L:1L,1,0.03000300030003
2165,4,1,3,1,2,1O:1O:1O:1O,,:1O:2O,,1L:1L,1,0.03000300030003
2166,4,1,3,1,2,1O:1O:1O:1O,,:1O:1O1S,,1L:1L,1,0.03000300030003
2167,4,1,3,1,2,1O:1O:1O:1O,,1O:2O:2O1S,,1L:1L,1,0.03000300030003
2168,4,1,3,1,2,1O:1O:1O:1O,,1O:2O1S:3O1S,,1L:1L,1,0.03000300030003
2169,4,1,3,1,2,1O:1O:1O:1O,,1O:1O:2O1S,,1L:1L,1,0.03000300030003
2170,4,1,3,1,2,1O:1O:1O:1O,,1O:1O1S:2O1S,,1L:1L,1,0.03000300030003
2171,4,1,2,1,2,:1O:1O:2O,,2O1S:2O2S,,1L:1L,1,0.03000300030003
2172,4,1,3,1,2,1O:1O:1O:1O,,1O1S:2O1S:3O2S,,1L:1L,1,0.03000300030003
2173,4,1,3,1,2,1O:1O:1O:1O,,1N3O2S:1O:1O,,1L:1L,1,0.03000300030003
2174,4,1,3,1,2,1O:1O:1O:1O,,1N1O1S:1O:1O,,1L:1L,1,0.03000300030003
2175,4,1,2,2,3,:1O:1O:1O,,1N1O1S:3O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L:1L,1,0.03000300030003
2176,4,1,2,2,2,::1O:1O,,1O:1O,2S:3S:3S:4S:5S:5S:6S:6S,1L:1L,1,0.03000300030003
2177,4,1,2,2,2,::1O:1O,,1N4O2S:2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
2178,4,1,2,2,2,::1O:1O,,1N2O1S:1N2O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2179,4,1,2,2,2,:1O:1O:2O,,1N3O1S:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2180,4,1,2,2,2,1O:1O:2O:2O,,:1O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2181,4,1,2,2,2,1O:1O:1O:1O,,1O:1O,2S:2S:2S:2S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
2182,1,3,1,1,1,1O,::,1O1S,,1L,1,0.03000300030003
2183,4,1,2,1,3,1O:2O:2O:2O,,1O1S:2O,,1L:1L:1L,1,0.03000300030003
2184,4,1,2,1,2,::1O:2O,,2O:2O2S,,1L:1L,1,0.03000300030003
2185,4,1,2,1,2,:1O:2O:2O,,1O:1O1S,,1L:1L,1,0.03000300030003
2186,4,0,3,1,2,:1O:1O:2O,,1N4O2S:1O:2O1S,,1L:1L,1,0.03000300030003
2187,4,0,3,1,2,:1O:1O:2O,,1N3O2S:1O:1O1S,,1L:1L,1,0.03000300030003
2188,4,0,1,4,2,::1O:1O,,1O,::1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2189,4,0,2,2,2,1O:1O:1O:1O,,:1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2190,4,0,2,2,2,1O:1O:1O:1O,,1O:1O1S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2191,4,0,2,2,2,1O:1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2192,4,0,2,2,2,1O:1O:1O:1O,,1O:2O1S,1S:1S:2S:3S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
2193,4,0,2,2,2,1O:1O:1O:1O,,2O:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2194,4,0,2,2,2,1O:1O:1O:1O,,:1N1O1S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2195,4,0,2,2,2,1O:1O:1O:1O,,:1N2O2S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2196,4,0,2,2,2,1O:1O:1O:1O,,:1O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2197,4,0,2,2,2,1O:1O:1O:2O,,1O:2O1S,1S:1S:2S:3S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
2198,4,0,2,2,2,1O:1O:1O:1O,,:1O1S,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2199,4,0,2,2,2,1O:1O:1O:1O,,:2O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2200,4,0,2,2,2,1O:1O:1O:2O,,1N3O2S:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2201,4,0,2,2,2,1O:1O:1O:2O,,1N3O2S:2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
2202,4,0,2,2,2,1O:1O:1O:2O,,1O1S:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2203,4,0,2,2,2,1O:1O:1O:2O,,1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2204,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2205,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,2S:2S:2S:2S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
2206,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,2S:2S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
2207,4,0,2,1,3,1O:1O:1O:2O,,1N3O2S:2O1S,,1L:1L:1L,1,0.03000300030003
2208,4,0,2,1,3,1O:1O:1O:1O,,1N2O2S:1N3O1S,,1L:1L:1L,1,0.03000300030003
2209,4,0,2,1,2,:1O:2O:2O,,1O:2O1S,,1L:1L,1,0.03000300030003
2210,4,0,2,1,2,:1O:2O:2O,,1O:1O1S,,1L:1L,1,0.03000300030003
2211,4,0,2,1,2,:1O:2O:2O,,1O1S:3O1S,,1L:1L,1,0.03000300030003
2212,4,0,2,1,2,:1O:2O:2O,,1N3O2S:1O,,1L:1L,1,0.03000300030003
2213,4,0,2,1,2,:1O:1O:2O,,:1O1S,,1L:1L,1,0.03000300030003
2214,4,0,2,1,2,:1O:1O:2O,,2O1S:2O2S,,1L:1L,1,0.03000300030003
2215,4,0,2,1,2,:1O:1O:2O,,2O1S:2O1S,,1L:1L,1,0.03000300030003
2216,4,0,2,1,2,:1O:1O:2O,,1O:2O1S,,1L:1L,1,0.03000300030003
2217,4,0,2,1,2,:1O:1O:2O,,1O:1O1S,,1L:1L,1,0.03000300030003
2218,4,0,2,1,2,:1O:1O:2O,,1O1S:3O1S,,1L:1L,1,0.03000300030003
2219,4,0,2,1,2,:1O:1O:2O,,1O1S:2O1S,,1L:1L,1,0.03000300030003
2220,4,0,2,1,2,:1O:1O:2O,,1N3O2S:1O1S,,1L:1L,1,0.03000300030003
2221,4,0,2,2,2,1O:1O:1O:2O,,1O:1O1S,1S:2S:2S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
2222,4,0,2,2,2,1O:1O:1O:2O,,:1N1O1S,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2223,4,0,2,1,2,:1O:1O:1O,,2O:2O1S,,1L:1L,1,0.03000300030003
2224,4,0,2,2,2,:1O:1O:2O,,1O1S:2O,:::1S:1S:2S:3S:3S,1L:1L,1,0.03000300030003
2225,4,0,2,2,2,:1O:1O:1O,,1O:2O1S,:::1S:1S:2S:3S:4S,1L:1L,1,0.03000300030003
2226,4,0,2,2,2,:1O:1O:1O,,2O1S:3O2S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
2227,4,0,2,2,2,:1O:1O:1O,,:2O1S,1S:2S:3S:3S:4S:5S:5S:5S,1L:1L,1,0.03000300030003
2228,4,0,2,2,2,:1O:1O:1O,,:2O1S,2S:3S:4S:4S:5S:5S:5S:5S,1L:1L,1,0.03000300030003
2229,4,0,2,2,2,:1O:1O:2O,,1N1O1S:1O1S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2230,4,0,2,2,2,:1O:1O:2O,,1N2O1S:2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2231,4,0,2,2,2,:1O:1O:2O,,1O1S:2O1S,:::1S:1S:2S:3S:3S,1L:1L,1,0.03000300030003
2232,4,0,2,2,2,1O:1O:1O:2O,,:1N1O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2233,4,0,2,2,2,:1O:1O:2O,,1O:1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2234,4,0,2,2,2,:1O:1O:2O,,1O:2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
2235,4,0,2,2,2,:1O:1O:2O,,:1O,:1S:1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
2236,4,0,2,2,2,:1O:1O:2O,,:1O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2237,4,0,2,2,2,:1O:1O:2O,,:1O1S,1S:2S:2S:2S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
2238,4,0,2,2,2,:1O:2O:2O,,1O1S:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2239,4,0,2,2,2,:1O:1O:1O,,1O:2O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2240,4,0,2,2,2,:1O:1O:1O,,1O:2O1S,1S:2S:2S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
2241,4,0,2,2,2,:1O:1O:1O,,1O:2O,:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
2242,4,0,2,2,2,:1O:1O:1O,,1O:1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2243,4,0,2,2,2,:1O:1O:1O,,1O:1O,1S:1S:2S:2S:2S:2S:3S:4S,1L:1L,1,0.03000300030003
2244,4,0,2,2,2,:1O:1O:1O,,1O1S:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2245,4,0,2,2,2,:1O:1O:1O,,1N3O2S:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
2246,4,0,2,2,2,:1O:1O:1O,,1N3O2S:1O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2247,4,0,2,2,2,:1O:1O:1O,,1N2O:1O1S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2248,4,0,2,2,2,:1O:1O:1O,,1N1O1S:1O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2249,4,0,2,2,2,:1O:1O:1O,,1N1O1S:1O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2250,4,0,2,2,2,:1O:1O:1O,,1N1O1S:1O,1S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2251,4,0,2,2,2,1O:1O:2O:2O,,:1N1O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2252,4,0,2,2,2,1O:1O:1O:2O,,:2O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2253,4,0,2,2,2,1O:1O:1O:2O,,:1O,:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
2254,4,0,2,2,2,1O:1O:1O:2O,,:1O,1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
2255,4,0,2,2,2,1O:1O:1O:2O,,:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2256,4,0,2,1,2,:1O:1O:2O,,1N3O2S:1O,,1L:1L,1,0.03000300030003
2257,4,0,2,1,2,:1O:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
2258,4,0,3,1,2,:1O:1O:2O,,1N3O1S:1N3O2S:1O1S,,1L:1L,1,0.03000300030003
2259,4,0,2,1,2,1O:1O:1O:1O,,1N2O2S:2O,,1L:1L,1,0.03000300030003
2260,4,0,1,4,3,:1O:1O:1O,,1O,::1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:4S:4S:4S,1L:1L:1L,1,0.03000300030003
2261,4,0,1,4,3,:1O:1O:1O,,1O,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
2262,4,0,1,4,3,:1O:1O:1O,,1O1S,:::1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
2263,4,0,1,4,3,:1O:1O:1O,,2O1S,::::1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
2264,4,0,2,1,2,1O:1O:1O:1O,,1N1O1S:1N3O2S,,1L:1L,1,0.03000300030003
2265,4,0,2,1,2,1O:1O:1O:1O,,1N2O1S:2O2S,,1L:1L,1,0.03000300030003
2266,4,0,2,1,2,1O:1O:1O:1O,,1N3O2S:2O,,1L:1L,1,0.03000300030003
2267,4,0,2,1,2,1O:1O:1O:1O,,2O:2O1S,,1L:1L,1,0.03000300030003
2268,4,0,2,1,2,1O:1O:1O:1O,,1N4O2S:1O,,1L:1L,1,0.03000300030003
2269,4,0,2,1,2,1O:1O:1O:1O,,1N4O2S:1O1S,,1L:1L,1,0.03000300030003
2270,4,0,2,1,2,1O:1O:1O:1O,,1O1S:2O2S,,1L:1L,1,0.03000300030003
2271,4,0,2,1,2,1O:1O:1O:1O,,1O1S:3O2S,,1L:1L,1,0.03000300030003
2272,4,0,2,1,2,1O:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
2273,4,0,2,1,2,1O:1O:1O:1O,,1O:2O2S,,1L:1L,1,0.03000300030003
2274,4,0,1,4,2,::1O:2O,,1O1S,::::1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
2275,4,0,1,4,2,::1O:2O,,1O1S,::::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2276,4,0,1,4,2,::1O:2O,,1O1S,:::1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2277,4,0,1,4,2,::1O:2O,,1O1S,:::1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
2278,4,0,1,4,2,::1O:2O,,1O1S,::1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
2279,4,0,1,4,2,::1O:1O,,2O1S,:::1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2280,4,0,1,4,2,::1O:1O,,1O1S,:::::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2281,4,0,1,4,2,::1O:1O,,1O1S,::::1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2282,4,0,1,4,2,::1O:1O,,1O1S,::::1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
2283,4,0,1,4,2,::1O:1O,,1O1S,::::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2284,4,0,1,4,2,::1O:1O,,1O1S,:::1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
2285,4,0,1,4,2,::1O:1O,,1O1S,:::1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S:3S:4S:4S:5S:5S:5S,1L:1L,1,0.03000300030003
2286,4,0,1,4,2,::1O:1O,,1O1S,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:3S:3S:3S:3S:3S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
2287,4,0,1,4,2,::1O:1O,,1O1S,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2288,4,0,1,4,2,::1O:1O,,1O1S,::1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2289,4,0,1,4,2,::1O:1O,,1O,:::1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
2290,4,0,1,4,2,::1O:1O,,1O,:::1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2291,4,0,2,1,2,1O:1O:1O:1O,,2O1S:2O2S,,1L:1L,1,0.03000300030003
2292,4,0,2,1,2,1O:1O:1O:2O,,1N1O1S:1O1S,,1L:1L,1,0.03000300030003
2293,4,0,2,1,2,:1O:1O:1O,,1O:1O1S,,1L:1L,1,0.03000300030003
2294,4,0,2,1,2,:1O:1O:1O,,1N1O1S:1N3O2S,,1L:1L,1,0.03000300030003
2295,4,0,2,1,2,1O:1O:2O:2O,,1O:3O1S,,1L:1L,1,0.03000300030003
2296,4,0,2,1,2,1O:1O:2O:2O,,:1N2O2S,,1L:1L,1,0.03000300030003
2297,4,0,2,1,2,1O:1O:2O:2O,,:1O,,1L:1L,1,0.03000300030003
2298,4,0,2,1,2,1O:2O:2O:2O,,1N1O1S:1O1S,,1L:1L,1,0.03000300030003
2299,4,0,2,1,2,1O:2O:2O:2O,,1O1S:2O,,1L:1L,1,0.03000300030003
2300,4,0,2,1,2,1O:2O:2O:2O,,:3O1S,,1L:1L,1,0.03000300030003
2301,4,0,2,1,2,:1O:1O:1O,,1N1O1S:2O1S,,1L:1L,1,0.03000300030003
2302,4,0,2,1,2,1O:1O:1O:2O,,1N1O1S:2O,,1L:1L,1,0.03000300030003
2303,4,0,2,1,2,:1O:1O:1O,,1N2O2S:2O,,1L:1L,1,0.03000300030003
2304,4,0,2,1,2,:1O:1O:1O,,1N3O1S:1O1S,,1L:1L,1,0.03000300030003
2305,4,0,2,1,2,:1O:1O:1O,,1O1S:2O,,1L:1L,1,0.03000300030003
2306,4,0,2,1,2,:1O:1O:1O,,1O1S:2O2S,,1L:1L,1,0.03000300030003
2307,4,0,2,1,2,:1O:1O:1O,,1O1S:3O2S,,1L:1L,1,0.03000300030003
